ID,Customer ID,Age,Gender,State,Annual Income,Annual Disposal,Education Level,Zip Code
1159,CB002159,42.0,Male,Oregon,140000.0,9800.0,Master's Degree,97913
397,CB001397,48.0,Male,Massachusetts,120000.0,7200.0,Master's Degree,1344
444,CB001444,24.0,Male,Massachusetts,11000.0,770.0,Some College,1029
262,CB001262,17.0,Female,Maryland,1000.0,90.0,High School Diploma,21722
1194,CB002194,31.0,Other,Florida,37000.0,1480.0,Some College,32211
1429,CB002429,38.0,Male,New Mexico,58000.0,4640.0,GED,87539
1182,CB002182,23.0,Male,Arizona,20000.0,1400.0,High School Diploma,85339
121,CB001121,41.0,Male,Colorado,130000.0,3900.0,Bachelor's Degree,81036
797,CB001797,23.0,Male,Massachusetts,15000.0,1350.0,High School Diploma,2647
916,CB001916,44.0,Other,Tennessee,130000.0,10400.0,High School Diploma,38107
706,CB001706,21.0,Male,Nebraska,11000.0,770.0,Some College,68527
1322,CB002322,27.0,Female,New Mexico,33000.0,1980.0,Bachelor's Degree,88255
98,CB001098,22.0,Male,New Jersey,11000.0,770.0,Some College,7203
1408,CB002408,20.0,Male,Alaska,8200.0,738.0,High School Diploma,99656
1002,CB002002,19.0,Female,Arizona,2200.0,88.0,GED,85201
360,CB001360,29.0,Male,Louisiana,46000.0,1380.0,Bachelor's Degree,71075
141,CB001141,43.0,Male,Nebraska,130000.0,10400.0,Some College,68128
268,CB001268,19.0,Male,Michigan,2600.0,104.0,GED,49249
901,CB001901,38.0,Male,Illinois,80000.0,4800.0,High School Diploma,61753
1062,CB002062,43.0,Male,New Mexico,130000.0,5200.0,Master's Degree,88046
581,CB001581,29.0,Male,Wisconsin,35000.0,3150.0,High School Diploma,54984
108,CB001108,29.0,Female,Wisconsin,43000.0,2580.0,High School Diploma,54614
1330,CB002330,16.0,Male,Ohio,1300.0,91.0,GED,44143
459,CB001459,26.0,Female,Kentucky,48000.0,2400.0,Some College,40906
877,CB001877,42.0,Male,California,150000.0,10500.0,Master's Degree,92861
740,CB001740,47.0,Male,Missouri,110000.0,8800.0,High School Diploma,65264
1111,CB002111,28.0,Male,Illinois,49000.0,3430.0,High School Diploma,61462
713,CB001713,18.0,Male,Tennessee,2700.0,108.0,Bachelor's Degree,37186
1101,CB002101,45.0,Male,Illinois,110000.0,8800.0,Some College,61008
1193,CB002193,47.0,Male,Idaho,59385.0,6500.0,Some College,83647
377,CB001377,31.0,Male,Missouri,34000.0,1020.0,GED,65803
132,CB001132,30.0,Female,Ohio,33000.0,2310.0,Some College,44026
807,CB001807,18.0,Female,South Carolina,4500.0,135.0,Bachelor's Degree,29377
1484,CB002484,29.0,Male,West Virginia,45000.0,4050.0,GED,24934
28,CB001028,34.0,Other,Ohio,45000.0,2700.0,Doctorate Degree,44090
220,CB001220,44.0,Male,Illinois,130000.0,7800.0,Some College,60146
1463,CB002463,40.0,Female,Arkansas,150000.0,13500.0,Bachelor's Degree,72855
1374,CB002374,22.0,Female,New York,15000.0,750.0,High School Diploma,11977
122,CB001122,42.0,Female,California,140000.0,5600.0,Some College,95930
548,CB001548,32.0,Male,Arizona,31000.0,1240.0,High School Diploma,85032
1433,CB002433,28.0,Male,California,32000.0,2240.0,High School Diploma,95675
646,CB001646,44.0,Male,Colorado,110000.0,4400.0,Bachelor's Degree,80516
1483,CB002483,48.0,Female,West Virginia,120000.0,8400.0,Some College,24898
900,CB001900,29.0,Male,Hawaii,31000.0,1860.0,High School Diploma,96783
1144,CB002144,22.0,Male,Kentucky,22000.0,5416.0,Some College,42206
716,CB001716,45.0,Male,California,140000.0,12600.0,Some College,95497
1188,CB002188,28.0,Female,New Hampshire,35000.0,3150.0,Master's Degree,3833
899,CB001899,30.0,Other,Ohio,34000.0,2040.0,High School Diploma,43845
203,CB001203,27.0,Male,Florida,42000.0,3780.0,High School Diploma,33478
476,CB001476,48.0,Female,Virginia,140000.0,7000.0,Master's Degree,24540
505,CB001505,38.0,Other,West Virginia,85000.0,7650.0,High School Diploma,25304
139,CB001139,22.0,Male,Minnesota,18000.0,720.0,Some College,56120
738,CB001738,28.0,Female,Maine,40000.0,1600.0,Some College,4922
926,CB001926,29.0,Male,Utah,43000.0,2580.0,GED,84062
1052,CB002052,35.0,Male,Vermont,97000.0,8730.0,High School Diploma,5765
525,CB001525,41.0,Male,Texas,150000.0,9000.0,Master's Degree,79119
1340,CB002340,35.0,Male,California,93000.0,4650.0,Master's Degree,92807
745,CB001745,40.0,Male,Pennsylvania,120000.0,7200.0,High School Diploma,17093
1264,CB002264,16.0,Other,Arizona,500.0,25.0,Doctorate Degree,85357
327,CB001327,21.0,Male,California,19000.0,1520.0,GED,96109
976,CB001976,38.0,Other,Illinois,100000.0,7000.0,Bachelor's Degree,62951
1012,CB002012,39.0,Male,Kansas,52000.0,2080.0,Some College,67730
462,CB001462,24.0,Other,Alaska,47000.0,4230.0,High School Diploma,99585
414,CB001414,41.0,Male,Ohio,130000.0,5200.0,Master's Degree,44815
1443,CB002443,18.0,Female,Hawaii,3100.0,124.0,GED,96770
856,CB001856,20.0,Female,Michigan,9700.0,776.0,High School Diploma,49861
1347,CB002347,36.0,Male,Louisiana,98000.0,7840.0,High School Diploma,71414
50,CB001050,27.0,Male,Michigan,33000.0,2310.0,Master's Degree,49705
705,CB001705,29.0,Male,South Carolina,29000.0,870.0,GED,29108
712,CB001712,40.0,Female,Wisconsin,140000.0,7000.0,High School Diploma,54007
333,CB001333,39.0,Male,Pennsylvania,72000.0,3600.0,High School Diploma,16510
140,CB001140,20.0,Male,Kentucky,5500.0,495.0,High School Diploma,42040
728,CB001728,16.0,Female,Florida,830.0,66.0,Bachelor's Degree,33585
1362,CB002362,29.0,Male,Missouri,44000.0,2640.0,Master's Degree,63535
938,CB001938,35.0,Male,Georgia,72000.0,5760.0,GED,30650
1336,CB002336,45.0,Male,Ohio,140000.0,7000.0,High School Diploma,45115
852,CB001852,41.0,Male,North Carolina,140000.0,5600.0,High School Diploma,27925
221,CB001221,35.0,Female,Florida,60000.0,1800.0,Master's Degree,34769
625,CB001625,19.0,Female,New Mexico,4700.0,423.0,High School Diploma,87533
837,CB001837,28.0,Female,New Jersey,46000.0,2760.0,Bachelor's Degree,7712
429,CB001429,16.0,Other,Missouri,220.0,9.0,GED,64645
560,CB001560,28.0,Male,Georgia,30000.0,1500.0,High School Diploma,31805
460,CB001460,44.0,Female,Michigan,150000.0,9000.0,Some College,48157
1389,CB002389,41.0,Male,North Dakota,140000.0,7000.0,High School Diploma,58421
114,CB001114,39.0,Male,Wisconsin,79000.0,6320.0,Bachelor's Degree,53716
652,CB001652,37.0,Male,Georgia,59000.0,2950.0,Some College,30576
1295,CB002295,39.0,Male,Minnesota,99000.0,4950.0,Some College,56623
335,CB001335,45.0,Female,Rhode Island,120000.0,8400.0,Bachelor's Degree,2915
816,CB001816,17.0,Male,California,1200.0,72.0,High School Diploma,95672
71,CB001071,42.0,Male,Texas,120000.0,10800.0,High School Diploma,78664
39,CB001039,31.0,Male,Florida,36000.0,1080.0,Bachelor's Degree,32771
963,CB001963,31.0,Female,Minnesota,34000.0,2040.0,GED,55711
124,CB001124,43.0,Male,South Dakota,130000.0,9100.0,Master's Degree,57625
257,CB001257,27.0,Male,Arizona,31000.0,930.0,Master's Degree,85373
694,CB001694,45.0,Female,Minnesota,150000.0,6000.0,Bachelor's Degree,55965
894,CB001894,21.0,Female,Iowa,18000.0,1440.0,Some College,52042
248,CB001248,27.0,Male,Louisiana,43000.0,2150.0,Some College,70773
527,CB001527,30.0,Female,Washington,40000.0,3200.0,High School Diploma,98354
872,CB001872,18.0,Female,Washington,3300.0,99.0,High School Diploma,99029
320,CB001320,16.0,Male,New York,1700.0,68.0,GED,14802
202,CB001202,23.0,Female,California,24000.0,960.0,Some College,93036
1450,CB002450,29.0,Female,Nevada,26000.0,780.0,Bachelor's Degree,89138
36,CB001036,39.0,Female,Iowa,66000.0,4620.0,Some College,51038
64,CB001064,38.0,Other,South Dakota,95000.0,6650.0,High School Diploma,57748
229,CB001229,39.0,Male,Wisconsin,84000.0,7560.0,High School Diploma,53928
889,CB001889,39.0,Male,Michigan,85000.0,3400.0,High School Diploma,48206
1496,CB002496,27.0,Female,Indiana,42000.0,1260.0,Master's Degree,46045
1428,CB002428,46.0,Female,Florida,120000.0,6000.0,GED,34240
868,CB001868,31.0,Female,New York,37000.0,1850.0,Bachelor's Degree,10014
1123,CB002123,24.0,Male,Vermont,87000.0,4350.0,Some College,5734
779,CB001779,44.0,Male,Illinois,130000.0,5200.0,Master's Degree,62320
1363,CB002363,23.0,Male,Virginia,21000.0,840.0,High School Diploma,23505
675,CB001675,38.0,Male,Pennsylvania,85000.0,5100.0,Bachelor's Degree,19118
112,CB001112,39.0,Male,Oregon,71000.0,4260.0,Some College,97636
432,CB001432,31.0,Female,Virginia,43000.0,3870.0,Some College,23125
533,CB001533,43.0,Male,Texas,120000.0,8400.0,High School Diploma,79021
1397,CB002397,28.0,Other,North Carolina,33000.0,2310.0,High School Diploma,28590
386,CB001386,47.0,Male,Washington,130000.0,6500.0,Some College,99152
51,CB001051,19.0,Female,Washington,3100.0,217.0,High School Diploma,98164
41,CB001041,19.0,Other,California,3100.0,155.0,Some College,93634
1071,CB002071,24.0,Female,Arizona,25000.0,1250.0,High School Diploma,86351
759,CB001759,16.0,Male,Mississippi,1200.0,96.0,Doctorate Degree,38703
6,CB001006,26.0,Female,Massachusetts,27000.0,2160.0,High School Diploma,2108
1310,CB002310,36.0,Female,Tennessee,50000.0,4500.0,Master's Degree,37212
821,CB001821,38.0,Male,Arkansas,83000.0,2490.0,Bachelor's Degree,72687
810,CB001810,41.0,Male,Louisiana,140000.0,9800.0,Bachelor's Degree,70444
347,CB001347,41.0,Other,Nebraska,120000.0,10800.0,GED,69038
210,CB001210,47.0,Male,Georgia,120000.0,7200.0,Some College,30149
144,CB001144,34.0,Female,North Carolina,47000.0,15445.0,Bachelor's Degree,28562
1500,CB002500,22.0,Male,Kentucky,23000.0,920.0,GED,41544
1180,CB002180,48.0,Female,Utah,150000.0,12000.0,Some College,84540
692,CB001692,30.0,Female,California,28000.0,1960.0,Some College,92007
1332,CB002332,29.0,Male,California,28000.0,1400.0,Master's Degree,95670
943,CB001943,29.0,Male,Utah,47000.0,3290.0,Master's Degree,84109
18,CB001018,43.0,Other,Illinois,130000.0,5200.0,High School Diploma,61438
1198,CB002198,46.0,Other,Minnesota,120000.0,6000.0,High School Diploma,55933
305,CB001305,30.0,Male,New Jersey,35000.0,1400.0,Some College,8011
178,CB001178,30.0,Female,Arkansas,40000.0,3200.0,Some College,71659
1481,CB002481,33.0,Male,South Dakota,40000.0,2000.0,Some College,57718
107,CB001107,24.0,Male,New York,14000.0,560.0,Bachelor's Degree,13624
557,CB001557,19.0,Male,New York,3300.0,132.0,High School Diploma,14813
379,CB001379,22.0,Male,New York,12000.0,1080.0,Some College,13685
772,CB001772,45.0,Other,Illinois,150000.0,13500.0,Some College,61012
1442,CB002442,23.0,Male,North Dakota,18000.0,540.0,High School Diploma,58561
1270,CB002270,27.0,Male,Iowa,40000.0,3200.0,Master's Degree,50626
1353,CB002353,31.0,Male,West Virginia,32000.0,2880.0,GED,25030
887,CB001887,37.0,Male,South Dakota,60000.0,4800.0,Master's Degree,57633
177,CB001177,17.0,Female,Tennessee,180.0,5.0,GED,38104
1051,CB002051,20.0,Male,South Dakota,5600.0,168.0,GED,57311
915,CB001915,34.0,Male,California,28000.0,1680.0,Master's Degree,95653
605,CB001605,46.0,Male,Oklahoma,120000.0,10800.0,Some College,73132
1225,CB002225,16.0,Female,Ohio,2000.0,160.0,Master's Degree,43805
1014,CB002014,25.0,Female,Maryland,28000.0,1120.0,Some College,21541
388,CB001388,23.0,Female,Virginia,15000.0,450.0,Some College,23829
651,CB001651,30.0,Female,Florida,26000.0,1040.0,Bachelor's Degree,33145
493,CB001493,16.0,Male,North Carolina,1900.0,152.0,Doctorate Degree,28023
209,CB001209,37.0,Female,Washington,74000.0,2220.0,Some College,98862
1149,CB002149,44.0,Male,Nebraska,120000.0,8400.0,High School Diploma,68362
455,CB001455,31.0,Female,Montana,35000.0,1400.0,Some College,59643
184,CB001184,37.0,Other,Ohio,64000.0,2560.0,Master's Degree,45660
935,CB001935,38.0,Female,Colorado,87000.0,6960.0,GED,80902
1402,CB002402,44.0,Male,West Virginia,110000.0,4400.0,High School Diploma,25164
3,CB001003,19.0,Male,Arkansas,3300.0,297.0,GED,72442
1132,CB002132,36.0,Male,Pennsylvania,88000.0,7920.0,GED,17023
291,CB001291,25.0,Male,New Jersey,44000.0,2640.0,Some College,8223
1087,CB002087,43.0,Other,Oregon,120000.0,10800.0,High School Diploma,97338
16,CB001016,32.0,Male,New Hampshire,33000.0,990.0,GED,3740
145,CB001145,16.0,Male,Ohio,1000.0,60.0,Doctorate Degree,44133
663,CB001663,17.0,Female,Pennsylvania,1400.0,112.0,High School Diploma,17070
1167,CB002167,48.0,Female,Iowa,130000.0,6500.0,Some College,50594
289,CB001289,19.0,Other,Michigan,3600.0,216.0,GED,49817
942,CB001942,45.0,Male,Oregon,130000.0,3900.0,High School Diploma,97868
1440,CB002440,43.0,Male,South Dakota,110000.0,3300.0,Some College,57329
1151,CB002151,36.0,Female,Utah,63000.0,3780.0,High School Diploma,84731
367,CB001367,16.0,Male,Virginia,1300.0,104.0,GED,24656
758,CB001758,23.0,Male,Washington,12000.0,480.0,High School Diploma,98642
403,CB001403,47.0,Other,Kentucky,110000.0,9900.0,Some College,42003
941,CB001941,20.0,Female,Tennessee,9100.0,273.0,GED,38315
523,CB001523,20.0,Female,Idaho,9200.0,460.0,High School Diploma,83552
1370,CB002370,33.0,Male,Arkansas,35000.0,2100.0,High School Diploma,71999
1153,CB002153,25.0,Male,Michigan,39000.0,2340.0,Master's Degree,49235
264,CB001264,25.0,Male,Nebraska,33000.0,2310.0,Some College,68653
1287,CB002287,45.0,Male,Texas,140000.0,7000.0,High School Diploma,77984
296,CB001296,41.0,Male,New York,130000.0,6500.0,Some College,13478
717,CB001717,30.0,Male,Texas,48000.0,1920.0,Master's Degree,75093
500,CB001500,40.0,Male,California,140000.0,5600.0,GED,95228
536,CB001536,24.0,Female,Texas,21000.0,1470.0,High School Diploma,77073
1133,CB002133,24.0,Male,Kansas,15000.0,900.0,Some College,66857
1156,CB002156,48.0,Male,Washington,140000.0,12600.0,High School Diploma,98568
811,CB001811,36.0,Female,Virginia,90000.0,8100.0,Some College,22553
477,CB001477,19.0,Male,Nebraska,157009.0,190.0,GED,68843
972,CB001972,46.0,Male,Vermont,140000.0,9800.0,Bachelor's Degree,5474
741,CB001741,39.0,Male,North Carolina,57000.0,5130.0,Master's Degree,28203
153,CB001153,25.0,Male,Texas,34000.0,1700.0,High School Diploma,77378
846,CB001846,23.0,Female,New Jersey,18000.0,1080.0,Bachelor's Degree,8750
410,CB001410,35.0,Female,Texas,54000.0,3780.0,High School Diploma,79093
442,CB001442,19.0,Other,Ohio,2700.0,216.0,GED,44420
1383,CB002383,16.0,Female,Illinois,660.0,20.0,High School Diploma,61956
833,CB001833,44.0,Male,South Dakota,100000.0,3000.0,Master's Degree,57358
364,CB001364,41.0,Female,Iowa,150000.0,9000.0,High School Diploma,50050
355,CB001355,23.0,Male,Washington,17000.0,680.0,High School Diploma,98831
453,CB001453,16.0,Female,Kentucky,480.0,29.0,Master's Degree,42349
957,CB001957,36.0,Male,Montana,69000.0,4830.0,High School Diploma,59019
990,CB001990,42.0,Other,Idaho,110000.0,6600.0,Some College,83676
448,CB001448,17.0,Female,Indiana,1800.0,144.0,High School Diploma,47229
1466,CB002466,24.0,Male,Minnesota,18000.0,900.0,GED,56171
174,CB001174,31.0,Other,Kansas,40000.0,1200.0,GED,66401
539,CB001539,27.0,Male,New Jersey,43000.0,3870.0,High School Diploma,7730
1317,CB002317,34.0,Female,Texas,26000.0,2080.0,High School Diploma,75862
1298,CB002298,44.0,Male,Illinois,130000.0,6500.0,Bachelor's Degree,60957
276,CB001276,19.0,Male,Missouri,32389.0,210.0,Some College,64457
1453,CB002453,31.0,Male,North Carolina,45000.0,1350.0,Some College,27312
1171,CB002171,33.0,Male,North Carolina,44000.0,3520.0,GED,27953
1361,CB002361,22.0,Other,Idaho,12000.0,960.0,High School Diploma,83554
1314,CB002314,31.0,Male,Oklahoma,27000.0,1890.0,High School Diploma,73030
994,CB001994,36.0,Female,Delaware,178824.0,6030.0,Some College,19706
612,CB001612,19.0,Female,Texas,2500.0,75.0,High School Diploma,78728
1090,CB002090,48.0,Female,Texas,110000.0,5500.0,GED,79110
1129,CB002129,20.0,Male,West Virginia,9600.0,864.0,High School Diploma,24874
1448,CB002448,18.0,Male,Missouri,5000.0,150.0,Bachelor's Degree,63045
617,CB001617,36.0,Male,Oklahoma,58000.0,4060.0,Some College,74352
138,CB001138,47.0,Male,Maine,140000.0,7000.0,High School Diploma,4454
311,CB001311,41.0,Female,Nebraska,140000.0,9800.0,Bachelor's Degree,68448
1165,CB002165,16.0,Male,Texas,2000.0,140.0,Some College,79519
905,CB001905,19.0,Male,Alabama,4000.0,200.0,High School Diploma,35173
641,CB001641,20.0,Female,Minnesota,9500.0,665.0,GED,55125
698,CB001698,31.0,Female,Texas,37000.0,2960.0,Master's Degree,78613
1236,CB002236,25.0,Male,North Dakota,36000.0,1080.0,High School Diploma,58442
336,CB001336,34.0,Female,Arkansas,39000.0,1950.0,High School Diploma,72732
45,CB001045,42.0,Female,Kentucky,120000.0,4800.0,Some College,41537
961,CB001961,44.0,Male,Vermont,130000.0,10400.0,Some College,5492
393,CB001393,40.0,Female,Idaho,120000.0,4800.0,Some College,83848
1299,CB002299,34.0,Female,Oregon,28000.0,1960.0,Master's Degree,97419
975,CB001975,35.0,Male,New York,51000.0,3570.0,Bachelor's Degree,11572
541,CB001541,20.0,Male,Maryland,8100.0,729.0,High School Diploma,20626
1355,CB002355,16.0,Male,Texas,1300.0,65.0,Doctorate Degree,77562
674,CB001674,43.0,Male,Mississippi,130000.0,3900.0,GED,39771
1137,CB002137,35.0,Other,Virginia,70000.0,2800.0,Bachelor's Degree,23062
1135,CB002135,27.0,Male,Mississippi,45000.0,2700.0,High School Diploma,38865
1286,CB002286,27.0,Female,Florida,41000.0,1230.0,Some College,34216
422,CB001422,18.0,Female,West Virginia,4400.0,308.0,High School Diploma,24818
167,CB001167,33.0,Female,Mississippi,31000.0,2170.0,High School Diploma,38851
1248,CB002248,43.0,Male,Kentucky,130000.0,11700.0,High School Diploma,42366
337,CB001337,18.0,Male,Tennessee,4600.0,322.0,High School Diploma,37412
1081,CB002081,20.0,Male,New York,9000.0,720.0,Some College,14760
701,CB001701,31.0,Male,Utah,44000.0,3520.0,GED,84723
648,CB001648,21.0,Male,Ohio,12000.0,1080.0,GED,43950
259,CB001259,25.0,Male,Missouri,27000.0,810.0,Some College,64109
396,CB001396,48.0,Male,Idaho,120000.0,10800.0,Some College,83353
514,CB001514,27.0,Female,California,41000.0,2460.0,Bachelor's Degree,94937
914,CB001914,25.0,Female,Pennsylvania,26000.0,780.0,Bachelor's Degree,15761
944,CB001944,16.0,Male,Utah,1200.0,72.0,Bachelor's Degree,84315
195,CB001195,40.0,Male,Ohio,130000.0,9100.0,Some College,44815
206,CB001206,39.0,Female,West Virginia,71000.0,4970.0,Bachelor's Degree,25688
430,CB001430,33.0,Female,Oklahoma,32000.0,2240.0,Some College,73768
1285,CB002285,30.0,Male,Texas,49000.0,1470.0,Some College,78561
89,CB001089,17.0,Male,Ohio,1300.0,117.0,High School Diploma,43109
747,CB001747,43.0,Female,Washington,150000.0,9000.0,GED,98665
594,CB001594,40.0,Male,Connecticut,150000.0,10500.0,Master's Degree,6708
564,CB001564,46.0,Male,Michigan,110000.0,6600.0,Some College,49839
151,CB001151,29.0,Male,West Virginia,36000.0,1080.0,Bachelor's Degree,24716
481,CB001481,45.0,Male,Pennsylvania,100000.0,6000.0,Master's Degree,16941
661,CB001661,30.0,Female,Oregon,38000.0,1140.0,Master's Degree,97426
1259,CB002259,43.0,Other,Wisconsin,120000.0,7200.0,High School Diploma,53556
1414,CB002414,23.0,Male,Maine,12000.0,840.0,High School Diploma,4024
345,CB001345,36.0,Male,California,64000.0,5760.0,Bachelor's Degree,95573
1187,CB002187,45.0,Female,Ohio,130000.0,3900.0,GED,43723
686,CB001686,23.0,Female,Illinois,16000.0,800.0,Some College,61815
102,CB001102,40.0,Other,Nebraska,120000.0,3600.0,Bachelor's Degree,68463
1154,CB002154,20.0,Female,Virginia,8200.0,246.0,High School Diploma,23180
383,CB001383,48.0,Male,North Carolina,110000.0,8800.0,High School Diploma,28079
339,CB001339,19.0,Male,Georgia,2800.0,112.0,High School Diploma,31076
796,CB001796,40.0,Male,Illinois,110000.0,8800.0,GED,60406
951,CB001951,39.0,Female,Pennsylvania,96000.0,7680.0,GED,17562
509,CB001509,20.0,Male,Florida,9500.0,855.0,GED,33809
232,CB001232,47.0,Male,Maryland,140000.0,9800.0,Some College,21814
185,CB001185,24.0,Female,Illinois,18000.0,900.0,High School Diploma,61451
858,CB001858,33.0,Male,Illinois,36000.0,2160.0,Bachelor's Degree,61314
1431,CB002431,38.0,Male,South Carolina,98000.0,5880.0,High School Diploma,29150
4,CB001004,46.0,Female,Pennsylvania,130000.0,7800.0,Bachelor's Degree,15458
731,CB001731,44.0,Female,Missouri,130000.0,11700.0,Some College,65039
1240,CB002240,34.0,Female,Massachusetts,30000.0,2400.0,High School Diploma,2723
1307,CB002307,32.0,Female,Michigan,38000.0,3040.0,High School Diploma,48837
1291,CB002291,42.0,Male,New York,100000.0,9000.0,GED,13826
304,CB001304,16.0,Male,Indiana,270.0,19.0,Doctorate Degree,47868
27,CB001027,47.0,Male,New Jersey,110000.0,4400.0,Bachelor's Degree,8805
1495,CB002495,30.0,Female,Mississippi,43000.0,1720.0,High School Diploma,39367
932,CB001932,21.0,Male,West Virginia,22000.0,1980.0,High School Diploma,26141
1073,CB002073,22.0,Female,Texas,15000.0,1050.0,Bachelor's Degree,77657
111,CB001111,40.0,Male,Ohio,120000.0,7200.0,High School Diploma,45648
912,CB001912,31.0,Male,Illinois,47000.0,3760.0,Doctorate Degree,61072
1126,CB002126,44.0,Male,South Dakota,120000.0,7200.0,GED,57770
258,CB001258,46.0,Male,Arkansas,120000.0,10800.0,High School Diploma,72014
1055,CB002055,43.0,Male,Kansas,120000.0,10800.0,High School Diploma,67142
166,CB001166,16.0,Male,Unkown,610.0,55.0,Some College,55424
845,CB001845,31.0,Male,Ohio,35000.0,1400.0,GED,44417
1146,CB002146,18.0,Female,Washington,2700.0,162.0,GED,98362
66,CB001066,35.0,Male,North Dakota,70000.0,2100.0,Master's Degree,58472
1091,CB002091,38.0,Male,Iowa,57000.0,3420.0,GED,50317
297,CB001297,41.0,Female,Montana,150000.0,10500.0,Some College,59918
550,CB001550,24.0,Female,Michigan,18000.0,1080.0,Some College,49677
1294,CB002294,17.0,Male,Maine,860.0,77.0,GED,4444
366,CB001366,29.0,Other,Nebraska,45000.0,1800.0,High School Diploma,69138
158,CB001158,48.0,Male,Illinois,130000.0,10400.0,High School Diploma,60536
299,CB001299,30.0,Male,Montana,44000.0,2640.0,High School Diploma,59722
973,CB001973,17.0,Male,Vermont,290.0,12.0,High School Diploma,5038
266,CB001266,16.0,Female,Minnesota,950.0,67.0,High School Diploma,56520
1016,CB002016,16.0,Female,California,260.0,13.0,Some College,92310
23,CB001023,44.0,Female,New York,110000.0,8800.0,Bachelor's Degree,10306
637,CB001637,23.0,Female,Texas,23000.0,1150.0,High School Diploma,75562
465,CB001465,27.0,Female,California,32000.0,2880.0,Bachelor's Degree,90280
287,CB001287,19.0,Male,Georgia,2800.0,84.0,High School Diploma,31093
1316,CB002316,16.0,Male,Georgia,370.0,22.0,Doctorate Degree,30108
778,CB001778,46.0,Male,Missouri,150000.0,6000.0,High School Diploma,65501
1398,CB002398,25.0,Male,Virginia,49000.0,1960.0,Some College,22124
997,CB001997,23.0,Male,Ohio,13000.0,1040.0,Some College,45899
689,CB001689,24.0,Male,Colorado,17000.0,510.0,Bachelor's Degree,80601
5,CB001005,19.0,Female,New York,3600.0,288.0,High School Diploma,11720
1438,CB002438,27.0,Male,Illinois,40000.0,3200.0,Some College,62901
1400,CB002400,45.0,Male,Louisiana,150000.0,6000.0,High School Diploma,71345
284,CB001284,23.0,Female,Pennsylvania,21000.0,1470.0,Some College,18657
1445,CB002445,19.0,Female,Minnesota,4600.0,276.0,Some College,56663
1304,CB002304,18.0,Female,Iowa,4100.0,246.0,GED,51022
216,CB001216,34.0,Female,Oklahoma,38000.0,1900.0,Bachelor's Degree,73840
621,CB001621,43.0,Male,New York,140000.0,9800.0,High School Diploma,12833
919,CB001919,35.0,Other,California,41000.0,2460.0,High School Diploma,94087
1273,CB002273,26.0,Male,Kansas,27000.0,2160.0,High School Diploma,67576
1335,CB002335,18.0,Female,Texas,5000.0,400.0,High School Diploma,77861
834,CB001834,22.0,Male,Nevada,10000.0,300.0,Bachelor's Degree,89122
